Date,Category,Product,Customer,Region,Sales_Rep,Quantity,Unit_Price,Total_Amount,Returned
2023-06-13,Clothing,Jacket,Amy Silva,North,Megan Le,4,158.49,633.96,0
2023-05-27,Footwear,Boots,Andrew Avila,North,Carlos Ryan,1,48.31,48.31,0
2023-02-10,Clothing,Jacket,Richard Rodriguez,West,Megan Le,1,45.42,45.42,0
2023-02-26,Footwear,Boots,Brenda Hall,North,Heather Fields,2,109.38,218.76,0
2023-05-03,Footwear,Loafers,Tricia Valencia,West,Heather Fields,1,121.78,121.78,0
2023-11-02,Accessories,Watch,Diane Evans,South,Dawn Summers,4,93.44,373.76,0
2024-01-03,Clothing,Jacket,Bailey Duran DDS,East,Tanner Mitchell DDS,3,128.58,385.74,0
2023-05-04,Accessories,Sunglasses,Anna Henderson,East,Heather Fields,3,105.52,316.56,0
2023-02-04,Accessories,Watch,Nathan Freeman,North,Carlos Ryan,1,84.38,84.38,0
2023-11-22,Footwear,Sandals,Megan Orr,East,Tanner Mitchell DDS,1,182.23,182.23,0
2024-02-08,Clothing,Jacket,Michelle Harmon,East,Heather Fields,3,91.99,275.97,0
2023-03-10,Clothing,Jacket,Nathan Malone,South,Kevin Oconnor,3,73.63,220.89,0
2024-03-01,Accessories,Sunglasses,Donna Landry,South,Megan Le,3,176.94,530.82,0
2023-02-02,Accessories,Sunglasses,Lisa Jackson,South,Maria Parker,2,179.84,359.68,0
2023-01-23,Clothing,T-shirt,Jennifer Adkins,West,Maria Parker,2,152.96,305.92,0
2024-02-22,Accessories,Sunglasses,Megan Orr,South,Tanner Mitchell DDS,3,151.35,454.05,0
2023-05-27,Footwear,Sneakers,Daniel Murphy,North,Maria Parker,2,145.67,291.34,0
2024-02-14,Footwear,Loafers,Erin Warner,West,Carlos Ryan,2,75.0,150.0,0
2023-06-23,Clothing,Dress,Cynthia Moore,East,Kevin Oconnor,3,81.98,245.94,0
2024-02-15,Clothing,Dress,Paula Moreno,South,Edward Burgess,4,85.48,341.92,0
2023-10-07,Footwear,Sandals,Crystal Robinson,East,Heather Fields,1,102.41,102.41,0
2023-12-05,Footwear,Sandals,Michael Bradshaw,West,Dawn Summers,1,146.81,146.81,0
2023-03-27,Accessories,Sunglasses,Robert Oconnell,North,Carlos Ryan,3,117.45,352.35,0
2024-01-08,Footwear,Loafers,Cheyenne Horton,North,Tanner Mitchell DDS,3,75.68,227.04,0
2023-12-10,Accessories,Sunglasses,Jonathan Peterson,South,Kiara Mcintyre,2,75.08,150.16,0
2023-01-16,Clothing,Sweater,Matthew Moore,South,Tanner Mitchell DDS,3,97.78,293.34,1
2023-02-04,Clothing,Jacket,Dr. Hannah Patterson,North,Edward Burgess,4,183.25,733.0,0
2023-11-06,Clothing,Dress,Jessica Gross,West,Kevin Oconnor,2,126.18,252.36,0
2024-01-26,Clothing,Sweater,Jordan Henderson,East,Kiara Mcintyre,4,122.66,490.64,0
2023-07-23,Footwear,Sandals,Jason Powell,North,Heather Fields,4,142.36,569.44,1
2024-01-12,Clothing,Dress,Joshua Reed,North,Edward Burgess,4,133.76,535.04,0
2023-05-15,Footwear,Loafers,Sharon Cochran,East,Dawn Summers,3,125.28,375.84,0
2023-12-22,Footwear,Boots,Connor West,North,Megan Le,1,29.81,29.81,0
2023-08-20,Clothing,Dress,Angelica Tucker,East,Kevin Oconnor,3,95.66,286.98,0
2023-12-30,Clothing,Sweater,Marie Christian,East,Maria Parker,1,41.45,41.45,0
2024-03-11,Clothing,Jeans,Dr. Hannah Patterson,South,Kiara Mcintyre,3,184.96,554.88,0
2023-03-04,Clothing,Jeans,Kenneth Scott,North,Carlos Ryan,3,53.21,159.63,0
2023-07-04,Accessories,Belt,Yvonne Chambers,South,Kiara Mcintyre,3,20.4,61.2,0
2023-11-10,Clothing,T-shirt,Melissa Gates,West,Edward Burgess,4,159.68,638.72,0
2023-09-27,Footwear,Loafers,Ryan Gonzalez,South,Heather Fields,3,85.65,256.95,0
2023-06-12,Accessories,Watch,Jessica Stephens,East,Carlos Ryan,3,185.36,556.08,0
2023-03-07,Accessories,Bag,Tracy House,North,Edward Burgess,3,150.13,450.39,0
2024-03-01,Clothing,Sweater,Steve Sanchez,South,Maria Parker,3,16.24,48.72,1
2023-03-24,Footwear,Boots,Michael Wang,East,Kiara Mcintyre,2,43.51,87.02,0
2024-03-09,Clothing,Jacket,Sandra Aguilar,East,Kiara Mcintyre,2,16.44,32.88,0
2023-03-06,Accessories,Belt,Shelly Alexander,South,Heather Fields,1,120.31,120.31,0
2023-10-31,Accessories,Bag,Christopher Bass,East,Dawn Summers,4,50.41,201.64,0
2024-03-07,Accessories,Watch,Dylan Miller,North,Heather Fields,1,192.6,192.6,0
2023-11-25,Accessories,Belt,Sierra Johnson,West,Dawn Summers,2,173.52,347.04,0
2023-11-13,Accessories,Watch,Cynthia Moore,East,Kiara Mcintyre,4,105.42,421.68,0
2023-11-25,Footwear,Loafers,Erin Edwards,East,Edward Burgess,1,85.49,85.49,0
2023-08-21,Clothing,T-shirt,Kelly Donovan,West,Carlos Ryan,4,180.63,722.52,0
2023-09-05,Footwear,Boots,Nicole Herring,South,Dawn Summers,1,128.75,128.75,0
2023-06-10,Accessories,Belt,Michael Elliott,South,Edward Burgess,4,117.32,469.28,0
2024-01-25,Footwear,Sneakers,Jeffrey Johnson,West,Sara Fuller,2,145.67,291.34,0
2023-03-04,Footwear,Loafers,Michelle Evans,North,Megan Le,2,93.74,187.48,0
2023-01-26,Footwear,Loafers,Julie Alexander,South,Sara Fuller,2,155.42,310.84,0
2024-02-21,Footwear,Sandals,Deborah Figueroa,West,Megan Le,4,173.74,694.96,1
2023-09-21,Footwear,Loafers,Jason Stein,North,Carlos Ryan,4,61.74,246.96,0
2023-02-16,Footwear,Loafers,Michelle Harmon,East,Sara Fuller,2,87.66,175.32,0
2023-01-25,Clothing,Jacket,Barbara Dudley,West,Dawn Summers,4,169.56,678.24,0
2023-05-27,Accessories,Watch,Michael Lewis,South,Edward Burgess,4,15.15,60.6,0
2024-03-27,Footwear,Sandals,Bryan Herrera,North,Kevin Oconnor,4,47.26,189.04,0
2023-07-25,Clothing,Sweater,Carolyn Miller,East,Sara Fuller,4,29.78,119.12,0
2023-10-11,Footwear,Sneakers,Spencer Haynes,West,Kiara Mcintyre,3,178.62,535.86,0
2024-01-27,Accessories,Belt,Victoria Garcia,North,Megan Le,4,28.89,115.56,0
2023-07-21,Footwear,Sandals,Elaine Brooks,South,Kevin Oconnor,2,124.61,249.22,0
2023-04-12,Accessories,Sunglasses,Susan Murray MD,North,Tanner Mitchell DDS,4,85.46,341.84,0
2023-01-20,Clothing,Jacket,Kevin Walters,West,Kiara Mcintyre,1,87.21,87.21,0
2023-03-18,Accessories,Bag,Alyssa Day,East,Dawn Summers,2,12.47,24.94,0
2023-03-25,Footwear,Sandals,Joshua Cooke,West,Kiara Mcintyre,3,171.14,513.42,0
2023-12-29,Accessories,Belt,Brandon Bailey MD,East,Tanner Mitchell DDS,3,120.78,362.34,0
2023-06-19,Accessories,Watch,Katherine Salas,East,Dawn Summers,2,183.02,366.04,0
2024-02-12,Accessories,Watch,Kevin Walters,South,Maria Parker,3,59.29,177.87,0
2024-01-05,Clothing,Sweater,Donna Landry,West,Megan Le,3,16.5,49.5,0
2023-03-17,Accessories,Bag,Holly Wood,North,Dawn Summers,1,87.79,87.79,0
2023-04-08,Clothing,Dress,Paul Castaneda,South,Edward Burgess,2,173.6,347.2,0
2023-07-31,Accessories,Bag,Christopher Smith,West,Kiara Mcintyre,2,155.09,310.18,0
2024-03-22,Accessories,Watch,Jordan Henderson,South,Kiara Mcintyre,2,117.5,235.0,1
2023-10-15,Footwear,Loafers,Patrick Thornton,East,Edward Burgess,3,161.97,485.91,0
2023-03-30,Footwear,Sandals,Nathan Malone,East,Kevin Oconnor,3,107.37,322.11,0
2023-11-09,Footwear,Boots,Michelle Evans,East,Maria Parker,2,130.36,260.72,0
2023-04-26,Footwear,Sandals,Sharon Cherry,East,Carlos Ryan,2,132.56,265.12,0
2023-09-03,Footwear,Sandals,Stephanie Salazar,West,Heather Fields,2,109.88,219.76,0
2023-07-22,Footwear,Boots,Kathy Rivas,East,Tanner Mitchell DDS,3,139.8,419.4,0
2024-01-01,Clothing,Jacket,Kirk Carter,West,Maria Parker,4,32.37,129.48,0
2023-04-20,Clothing,Sweater,David Alvarez,East,Kiara Mcintyre,2,22.76,45.52,0
2023-03-12,Clothing,Sweater,April Frost,North,Sara Fuller,2,167.65,335.3,0
2023-12-09,Accessories,Bag,Jeffrey Chandler,North,Tanner Mitchell DDS,2,36.6,73.2,0
2023-07-31,Footwear,Loafers,Danny Morgan,North,Megan Le,3,176.04,528.12,0
2023-10-09,Clothing,Dress,Brandon Bailey MD,South,Carlos Ryan,4,130.29,521.16,0
2024-01-23,Footwear,Sandals,Victoria Larson,North,Tanner Mitchell DDS,2,183.74,367.48,0
2023-11-30,Accessories,Bag,Shelly Alexander,South,Tanner Mitchell DDS,4,156.47,625.88,0
2023-08-02,Clothing,T-shirt,Joseph Coleman,South,Carlos Ryan,2,41.59,83.18,0
2024-01-19,Footwear,Sneakers,Cristian Santos,North,Maria Parker,3,27.16,81.48,0
2023-06-21,Footwear,Loafers,Shannon James,West,Kiara Mcintyre,1,83.97,83.97,0
2024-03-31,Clothing,Sweater,Yvonne Chambers,South,Maria Parker,4,183.95,735.8,0
2024-02-19,Clothing,Jacket,Paul Jones,East,Carlos Ryan,4,117.62,470.48,0
2024-01-03,Clothing,T-shirt,Joshua Cooke,South,Maria Parker,3,191.28,573.84,0
2023-03-31,Accessories,Sunglasses,Justin Torres,East,Kiara Mcintyre,4,50.84,203.36,0
2023-02-14,Footwear,Sneakers,John Whitehead,West,Megan Le,4,40.78,163.12,0
2023-06-15,Clothing,T-shirt,Daniel Kennedy,South,Edward Burgess,1,104.31,104.31,0
2023-08-17,Footwear,Sandals,Brenda Hall,North,Dawn Summers,2,128.43,256.86,0
2023-05-14,Accessories,Belt,Larry Dixon,North,Tanner Mitchell DDS,1,24.28,24.28,0
2023-08-27,Footwear,Boots,Cathy Robinson,East,Kiara Mcintyre,1,143.94,143.94,0
2023-12-20,Clothing,Jacket,Madison Poole,South,Dawn Summers,1,56.82,56.82,0
2023-04-23,Clothing,Dress,Steve Sanchez,East,Carlos Ryan,1,10.44,10.44,1
2023-08-01,Accessories,Sunglasses,Matthew Moore,South,Sara Fuller,2,122.14,244.28,0
2023-12-15,Accessories,Watch,Patrick Thornton,East,Carlos Ryan,4,163.41,653.64,1
2023-02-09,Accessories,Watch,James Ferrell,South,Kiara Mcintyre,1,190.55,190.55,0
2023-10-21,Accessories,Bag,Zachary Ferrell,West,Kevin Oconnor,3,26.47,79.41,1
2023-03-01,Accessories,Bag,Keith Jennings,North,Carlos Ryan,3,149.12,447.36,0
2023-09-19,Footwear,Sneakers,Christopher Parker,West,Megan Le,3,147.58,442.74,0
2023-08-22,Accessories,Watch,Joseph Knight,East,Carlos Ryan,4,57.44,229.76,0
2024-01-06,Clothing,Dress,Elizabeth Kelley,South,Tanner Mitchell DDS,3,141.7,425.1,0
2023-10-24,Clothing,T-shirt,Rodney Morales,North,Kevin Oconnor,2,17.49,34.98,0
2023-10-05,Clothing,T-shirt,Matthew Moon,East,Tanner Mitchell DDS,3,199.88,599.64,0
2023-07-29,Clothing,Jeans,Anthony Everett,West,Kevin Oconnor,2,183.94,367.88,0
2023-08-18,Footwear,Loafers,Fred Smith,South,Kiara Mcintyre,1,148.89,148.89,0
2023-12-01,Footwear,Sneakers,Brian Rodriguez,West,Kiara Mcintyre,4,194.5,778.0,1
2023-09-28,Clothing,Jeans,Noah Rhodes,East,Tanner Mitchell DDS,2,151.56,303.12,0
2023-08-26,Accessories,Sunglasses,Jonathan Lawrence,South,Edward Burgess,3,70.63,211.89,0
2023-05-07,Footwear,Sandals,Lisa Barnes,South,Maria Parker,1,133.53,133.53,0
2024-03-24,Accessories,Watch,Holly Wood,North,Edward Burgess,4,32.91,131.64,0
2023-05-04,Clothing,T-shirt,Danny Morgan,North,Dawn Summers,1,110.75,110.75,0
2023-08-17,Accessories,Watch,Erin Edwards,West,Tanner Mitchell DDS,3,22.42,67.26,0
2023-08-13,Clothing,Sweater,Shannon Walker,South,Tanner Mitchell DDS,1,112.3,112.3,0
2023-09-15,Footwear,Boots,Ryan Gonzalez,East,Kevin Oconnor,1,128.92,128.92,0
2023-05-02,Footwear,Boots,Kimberly Gibson,West,Sara Fuller,2,176.57,353.14,0
2023-06-03,Footwear,Sneakers,Elaine Brooks,South,Dawn Summers,3,175.32,525.96,0
2023-11-17,Accessories,Sunglasses,Stephanie Williams,North,Carlos Ryan,3,45.24,135.72,0
2023-06-26,Accessories,Sunglasses,Cynthia Rowe,West,Kevin Oconnor,4,161.77,647.08,1
2023-07-29,Clothing,Jacket,Debra Christian,West,Megan Le,4,20.01,80.04,0
2023-05-04,Clothing,Jacket,Lauren Daniels,North,Carlos Ryan,2,101.18,202.36,0
2023-10-15,Footwear,Loafers,Elaine Brooks,South,Kiara Mcintyre,4,61.62,246.48,0
2023-07-18,Clothing,Jacket,Richard Henson,North,Kevin Oconnor,2,89.38,178.76,0
2023-08-19,Footwear,Sneakers,Joyce Bowen,North,Sara Fuller,1,149.13,149.13,0
2023-05-18,Footwear,Sneakers,Cassandra Gaines,South,Sara Fuller,1,77.38,77.38,0
2023-09-03,Clothing,Jacket,Michelle Brown,South,Tanner Mitchell DDS,4,145.96,583.84,0
2023-04-08,Accessories,Watch,Donna Landry,South,Sara Fuller,4,13.4,53.6,1
2023-07-23,Clothing,Sweater,Michael Powell,West,Maria Parker,1,30.8,30.8,0
2023-08-27,Accessories,Belt,Jason Stein,East,Maria Parker,4,51.47,205.88,1
2023-09-20,Footwear,Loafers,Jessica Holmes,East,Carlos Ryan,1,59.21,59.21,0
2023-04-15,Footwear,Sandals,Denise Mccann,South,Tanner Mitchell DDS,3,177.03,531.09,1
2024-01-15,Clothing,T-shirt,Daniel Kennedy,West,Kiara Mcintyre,3,181.71,545.13,1
2023-06-01,Clothing,Jeans,Joel Williams,West,Sara Fuller,3,198.32,594.96,0
2023-10-19,Clothing,Dress,Tammie Bright,East,Kevin Oconnor,4,169.19,676.76,0
2024-01-26,Footwear,Loafers,Kathryn Snyder,East,Megan Le,3,107.41,322.23,0
2023-03-28,Clothing,Sweater,Isaiah Avila,North,Megan Le,2,82.98,165.96,0
2023-09-26,Clothing,T-shirt,Matthew Foster,West,Tanner Mitchell DDS,2,158.12,316.24,0
2023-03-12,Accessories,Bag,Debra Davidson,North,Megan Le,1,129.66,129.66,0
2023-04-22,Accessories,Sunglasses,Karen Graham,West,Tanner Mitchell DDS,1,186.27,186.27,1
2023-12-04,Footwear,Sneakers,Daniel Wagner,West,Kiara Mcintyre,1,59.44,59.44,0
2023-01-07,Clothing,Sweater,Cheyenne Horton,East,Kiara Mcintyre,2,142.24,284.48,0
2023-01-09,Accessories,Sunglasses,Brian Rodriguez,North,Heather Fields,4,98.04,392.16,0
2023-09-26,Clothing,Jeans,Jessica Smith,East,Dawn Summers,1,112.03,112.03,0
2024-02-22,Footwear,Sandals,Joseph Coleman,East,Heather Fields,2,173.42,346.84,0
2023-07-27,Footwear,Boots,Diana May,North,Maria Parker,4,60.46,241.84,0
2023-12-01,Accessories,Watch,Shane Henderson,West,Edward Burgess,1,18.43,18.43,0
2023-07-13,Accessories,Sunglasses,Zachary Hicks,South,Tanner Mitchell DDS,2,163.81,327.62,0
2023-02-12,Footwear,Loafers,Daniel Murphy,North,Dawn Summers,1,149.69,149.69,0
2023-09-28,Clothing,Jeans,Evelyn Galvan,West,Dawn Summers,4,80.81,323.24,0
2023-05-19,Clothing,T-shirt,Christopher Rubio,North,Kiara Mcintyre,1,19.27,19.27,0
2023-04-02,Footwear,Sneakers,Sharon Cherry,South,Dawn Summers,1,51.83,51.83,0
2024-01-21,Accessories,Sunglasses,Brittany Farmer,South,Maria Parker,1,198.38,198.38,0
2023-10-16,Clothing,Sweater,Nathan Freeman,East,Kiara Mcintyre,1,101.31,101.31,0
2023-07-16,Accessories,Bag,Paula Moreno,East,Kiara Mcintyre,2,118.55,237.1,0
2023-01-28,Clothing,Dress,Victor Baker,East,Heather Fields,4,117.49,469.96,0
2023-11-06,Accessories,Sunglasses,Alyssa Day,East,Tanner Mitchell DDS,2,109.04,218.08,0
2024-02-06,Footwear,Loafers,William Herrera,West,Kevin Oconnor,4,171.61,686.44,0
2023-08-10,Clothing,Sweater,John Bishop,East,Heather Fields,1,73.46,73.46,0
2024-02-13,Clothing,T-shirt,Sherry Decker,South,Maria Parker,1,139.23,139.23,0
2023-07-14,Accessories,Bag,Nathan Freeman,East,Kevin Oconnor,2,45.95,91.9,0
2023-02-24,Clothing,T-shirt,Jason Stein,East,Carlos Ryan,1,175.65,175.65,0
2024-01-25,Footwear,Sneakers,Carol Tucker,South,Heather Fields,3,10.98,32.94,0
2023-08-09,Footwear,Loafers,Crystal Robinson,North,Tanner Mitchell DDS,1,151.27,151.27,0
2023-07-01,Accessories,Watch,Alyssa Long,North,Edward Burgess,4,115.67,462.68,0
2023-05-30,Footwear,Loafers,Anthony Humphrey,South,Kiara Mcintyre,4,11.21,44.84,0
2023-10-20,Accessories,Bag,John Bishop,South,Megan Le,2,72.02,144.04,0
2023-05-18,Footwear,Sandals,Tanya Kim,North,Megan Le,4,59.36,237.44,0
2023-03-27,Footwear,Sandals,Anthony Everett,West,Maria Parker,4,165.55,662.2,0
2024-02-05,Clothing,Jacket,Cameron Fisher,West,Sara Fuller,3,154.6,463.8,0
2023-11-01,Accessories,Bag,Michael Lyons,South,Heather Fields,4,169.62,678.48,0
2023-06-05,Clothing,Dress,Jamie Walton,West,Dawn Summers,3,187.09,561.27,0
2024-02-16,Footwear,Loafers,Darlene Miller,South,Edward Burgess,4,43.01,172.04,0
2023-06-03,Footwear,Boots,Donna Landry,South,Kevin Oconnor,4,67.18,268.72,0
2023-07-23,Footwear,Sandals,Olivia Harris,South,Dawn Summers,2,144.63,289.26,0
2023-06-16,Footwear,Sandals,Ricky Davis II,North,Kevin Oconnor,2,127.97,255.94,0
2023-10-16,Clothing,Sweater,Nathan Malone,North,Megan Le,2,198.13,396.26,0
2024-01-08,Footwear,Boots,Matthew Moore,North,Maria Parker,4,152.43,609.72,0
2024-02-24,Footwear,Loafers,Whitney Peters,South,Maria Parker,1,82.89,82.89,0
2023-05-10,Accessories,Bag,Rodney Morales,North,Edward Burgess,1,71.49,71.49,0
2023-08-18,Accessories,Sunglasses,Keith Jennings,West,Edward Burgess,3,57.98,173.94,0
2023-10-06,Clothing,Jacket,Joyce Bowen,North,Dawn Summers,2,61.99,123.98,1
2023-02-25,Clothing,Jacket,Daniel Baker,North,Dawn Summers,1,29.42,29.42,0
2023-10-16,Accessories,Sunglasses,Daniel Murphy,North,Edward Burgess,3,161.01,483.03,0
2023-01-06,Clothing,Jacket,Crystal Johnson,South,Kiara Mcintyre,4,169.59,678.36,0
2023-08-17,Footwear,Loafers,David Davis,South,Dawn Summers,4,134.36,537.44,0
2023-06-26,Clothing,Dress,Mark Perez,West,Maria Parker,1,193.01,193.01,0
2023-02-13,Clothing,Jeans,Lawrence Adkins,East,Maria Parker,1,189.29,189.29,0
2023-08-22,Clothing,Sweater,Frank Cordova,West,Kevin Oconnor,3,193.26,579.78,0
2023-02-19,Footwear,Loafers,Jeffrey Johnson,East,Heather Fields,1,196.96,196.96,0
2023-01-23,Accessories,Watch,Jamie Arnold,North,Kevin Oconnor,4,147.64,590.56,0
2023-12-13,Clothing,Jeans,Yvonne Burns,South,Megan Le,3,15.92,47.76,0
2023-06-19,Accessories,Sunglasses,Andrew Reynolds,West,Sara Fuller,4,116.92,467.68,0
2023-11-19,Clothing,Jeans,Jeremy Dalton,North,Edward Burgess,3,193.96,581.88,0
2024-01-13,Accessories,Bag,Jessica Stephens,West,Dawn Summers,1,27.32,27.32,0
2023-07-19,Clothing,Jeans,Marc Moore,North,Maria Parker,3,170.51,511.53,0
2023-10-23,Clothing,Sweater,Anna Henderson,East,Kevin Oconnor,3,161.39,484.17,0
2023-04-11,Footwear,Sneakers,Rebecca Jackson,East,Carlos Ryan,4,184.96,739.84,0
2023-11-02,Footwear,Loafers,Brent Jordan,East,Kevin Oconnor,2,97.8,195.6,0
2024-03-08,Footwear,Boots,Denise Jones,North,Dawn Summers,3,33.79,101.37,0
2023-12-11,Clothing,Jacket,Victoria Garcia,East,Sara Fuller,4,116.1,464.4,0
2023-03-01,Clothing,Jacket,Brittney Phillips,West,Kiara Mcintyre,4,22.2,88.8,0
2023-08-03,Accessories,Bag,Ryan Gonzalez,West,Edward Burgess,1,122.15,122.15,0
2023-04-06,Footwear,Boots,Stephanie Williams,West,Megan Le,4,96.49,385.96,0
2023-05-28,Clothing,Jeans,Jennifer Adkins,North,Carlos Ryan,2,139.29,278.58,0
2024-03-19,Footwear,Sneakers,Jose Travis,South,Megan Le,3,124.0,372.0,0
2024-02-22,Footwear,Loafers,Brian Lee,West,Carlos Ryan,1,153.84,153.84,1
2023-12-30,Footwear,Loafers,Daniel Baker,North,Heather Fields,1,17.53,17.53,0
2024-02-12,Clothing,Jacket,Holly Wood,South,Maria Parker,4,37.73,150.92,0
2023-10-03,Footwear,Boots,Michael Lyons,West,Dawn Summers,2,37.07,74.14,0
2023-10-09,Accessories,Watch,Margaret Coleman,East,Heather Fields,2,49.97,99.94,0
2024-02-01,Accessories,Belt,Marie Christian,West,Tanner Mitchell DDS,4,11.86,47.44,0
2023-10-07,Clothing,Dress,Crystal Robinson,East,Sara Fuller,2,111.51,223.02,0
2024-03-23,Clothing,Dress,Rebecca Jackson,North,Kevin Oconnor,2,16.31,32.62,0
2023-08-13,Clothing,Jeans,Sierra Johnson,East,Dawn Summers,2,71.2,142.4,1
2024-03-16,Accessories,Sunglasses,Zachary Ferrell,South,Dawn Summers,2,141.0,282.0,0
2024-02-06,Clothing,Jeans,Rebecca Henderson,East,Dawn Summers,2,17.82,35.64,0
2023-09-30,Footwear,Boots,John Anderson,East,Maria Parker,4,130.92,523.68,0
2023-10-21,Footwear,Sneakers,William Baker,North,Edward Burgess,2,123.01,246.02,0
2023-05-22,Accessories,Bag,Carol Tucker,South,Sara Fuller,3,112.85,338.55,0
2023-12-31,Footwear,Boots,Ricky Davis II,South,Carlos Ryan,4,190.0,760.0,0
2023-10-23,Accessories,Belt,Melissa Martinez,West,Edward Burgess,4,74.5,298.0,0
2023-02-08,Accessories,Watch,Bryan Herrera,East,Kiara Mcintyre,3,135.56,406.68,0
2023-12-22,Footwear,Loafers,Kimberly Gutierrez,North,Kevin Oconnor,2,165.29,330.58,0
2024-03-20,Accessories,Watch,Michael Lyons,North,Kevin Oconnor,3,17.74,53.22,0
2024-02-12,Accessories,Sunglasses,Shannon Walker,South,Edward Burgess,2,25.51,51.02,0
2023-09-11,Footwear,Sandals,Joyce Solis,South,Kevin Oconnor,3,133.56,400.68,0
2023-10-17,Footwear,Sandals,Matthew Foster,North,Tanner Mitchell DDS,3,51.65,154.95,1
2023-11-17,Footwear,Sneakers,Donald Wright,West,Megan Le,4,151.41,605.64,0
2023-08-22,Clothing,Dress,Christine Wright,East,Megan Le,1,135.15,135.15,0
2023-03-23,Footwear,Sneakers,Lindsay Martinez,North,Maria Parker,2,13.96,27.92,0
2023-07-10,Accessories,Bag,Justin Baker,East,Edward Burgess,1,199.3,199.3,1
2024-01-07,Accessories,Bag,Bailey Duran DDS,North,Heather Fields,3,25.49,76.47,0
2023-01-01,Clothing,Dress,Brittany Farmer,South,Megan Le,1,23.72,23.72,0
2023-09-23,Accessories,Sunglasses,Cristian Santos,East,Tanner Mitchell DDS,1,169.69,169.69,0
2024-02-23,Clothing,Dress,Carol Tucker,North,Carlos Ryan,1,148.16,148.16,0
2023-04-28,Footwear,Sneakers,Crystal Robinson,East,Heather Fields,4,129.47,517.88,0
2023-07-08,Footwear,Boots,Allen Rosales,South,Megan Le,2,197.65,395.3,0
2023-02-05,Accessories,Watch,Zachary Ferrell,East,Carlos Ryan,1,107.66,107.66,0
2024-01-05,Clothing,Jeans,Christopher Smith,West,Dawn Summers,2,147.8,295.6,0
2024-03-16,Clothing,T-shirt,Danny Morgan,North,Megan Le,2,123.57,247.14,0
2023-10-29,Accessories,Sunglasses,Robert Oconnell,East,Edward Burgess,3,62.6,187.8,0
2024-02-10,Clothing,Jeans,David Douglas Jr.,South,Heather Fields,2,78.24,156.48,0
2023-10-11,Accessories,Belt,Michele Williams,South,Maria Parker,2,130.0,260.0,0
2023-09-23,Accessories,Bag,Melissa Brewer,North,Maria Parker,3,157.44,472.32,0
2024-02-06,Clothing,Dress,Spencer Haynes,South,Heather Fields,2,44.14,88.28,0
2023-09-13,Accessories,Watch,Jasmin Alvarado,East,Tanner Mitchell DDS,2,107.4,214.8,0
2023-06-12,Clothing,Dress,Stephanie Byrd,East,Edward Burgess,2,103.53,207.06,0
2023-10-07,Accessories,Bag,Matthew Moon,North,Heather Fields,4,86.95,347.8,0
2023-10-28,Clothing,T-shirt,Rebecca Jackson,North,Sara Fuller,3,78.25,234.75,0
2023-01-31,Footwear,Sandals,Susan Murray MD,West,Edward Burgess,2,133.9,267.8,0
2023-12-26,Footwear,Sneakers,Joyce Bowen,South,Kiara Mcintyre,4,59.05,236.2,0
2023-05-23,Clothing,Jacket,Paula Moreno,South,Kiara Mcintyre,3,121.8,365.4,0
2024-02-18,Clothing,Sweater,Alyssa Day,North,Edward Burgess,4,194.27,777.08,0
2023-06-08,Accessories,Sunglasses,April Frost,South,Tanner Mitchell DDS,3,177.9,533.7,0
2023-02-14,Footwear,Sneakers,Christopher Parker,North,Dawn Summers,4,108.76,435.04,0
2023-06-08,Accessories,Bag,Gerald Hensley,South,Tanner Mitchell DDS,2,37.69,75.38,0
2023-12-26,Clothing,Jeans,Cynthia Moore,East,Kevin Oconnor,4,127.26,509.04,0
2023-03-27,Footwear,Boots,Courtney Gonzalez,North,Heather Fields,4,78.26,313.04,0
2023-06-21,Footwear,Sandals,Cynthia Rowe,East,Heather Fields,3,149.92,449.76,0
2023-12-31,Accessories,Watch,Cynthia Moore,East,Carlos Ryan,1,158.54,158.54,0
2023-01-29,Footwear,Boots,Madison Poole,East,Megan Le,4,121.22,484.88,0
2024-01-31,Clothing,Sweater,John Daniel,North,Sara Fuller,4,112.58,450.32,0
2023-01-23,Clothing,Jeans,Tommy Walter,East,Carlos Ryan,2,20.85,41.7,0
2023-07-16,Clothing,Jeans,Lisa Jackson,West,Kiara Mcintyre,4,19.82,79.28,0
2023-04-25,Footwear,Boots,Katherine Salas,East,Kevin Oconnor,3,95.92,287.76,1
